subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
digital_technologies,5,Spreadsheets & Databases,Digital technologies reasoning,Apply digital technologies concepts,12,"icas-y5-digital_technologies-b01-002, icas-y5-digital_technologies-b01-009",,,high,ICAS Digital Technologies is outside Victorian Curriculum Mathematics & English L3–L5 scope.,out_of_scope
spelling,5,Etymological,Greek roots,Combine two roots into a single word,1,icas-y5-spelling-b01-045,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Adding -ly to words ending in l,Keep both l letters when -ly follows a final l,1,icas-y5-spelling-b01-015,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Adding -ly to words ending in le,Drop the final e of a le ending before -ly,1,icas-y5-spelling-b01-018,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Building nouns with -ity,Keep the ible vowel when adding -ity,1,icas-y5-spelling-b01-037,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Doubling a final consonant,Double the final consonant of a stressed syllable,1,icas-y5-spelling-b01-029,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Doubling l before a suffix,Apply the Australian double-l rule before -ed,1,icas-y5-spelling-b01-028,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Greek singular and plural pairs,Recover the is singular from an es plural,1,icas-y5-spelling-b01-038,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Irregular plurals,Change f to ves when forming a plural,1,icas-y5-spelling-b01-002,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Irregular plurals,Recall an irregular plural form,1,icas-y5-spelling-b01-013,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Keeping e to protect a soft g,Retain the e before -ous after a soft g,1,icas-y5-spelling-b01-031,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Negative prefixes,Add the prefix un- to form an opposite,1,icas-y5-spelling-b01-007,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Plurals of words ending in y,Change y to ies after a consonant,1,icas-y5-spelling-b01-009,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Roots and suffixes,Build meaning from the root vis and a suffix,1,icas-y5-spelling-b01-023,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Silent e before a suffix,Drop the silent e before a vowel suffix,1,icas-y5-spelling-b01-005,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Suffixes naming people,Form an agent noun with the suffix -ist,1,icas-y5-spelling-b01-011,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,The -or and -er endings,Choose -or for an agent noun that takes it,1,icas-y5-spelling-b01-016,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,The prefix re-,Join a prefix without altering the base word,1,icas-y5-spelling-b01-042,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,The sci letter group,Spell sci words ending in -ous,1,icas-y5-spelling-b01-035,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,Vowel-change plurals,Form a plural by changing the internal vowel,1,icas-y5-spelling-b01-022,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Morphological,y to i before a suffix,Change y to i and add -ful,1,icas-y5-spelling-b01-026,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,ch spelling the /sh/ sound,Recognise French-derived ch spellings,1,icas-y5-spelling-b01-027,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Consonant clusters in longer words,Complete a cluster inside a multisyllabic word,1,icas-y5-spelling-b01-024,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Greek letter patterns,Spell a word using rh and y as a vowel,1,icas-y5-spelling-b01-019,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,ie and ei patterns,Apply the ei-after-c pattern,1,icas-y5-spelling-b01-001,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Unclear vowels in familiar words,Use a related word to fix an unstressed vowel,1,icas-y5-spelling-b01-043,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Unstressed middle vowels,Spell an unclear middle vowel correctly,1,icas-y5-spelling-b01-021,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Unstressed syllables in long words,Spell a reduced middle syllable,1,icas-y5-spelling-b01-036,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Phonological,Vowel pairs that do not follow the sound,Recall the ie order in friend,1,icas-y5-spelling-b01-012,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,advice and advise,Separate the c noun from the s verb,1,icas-y5-spelling-b01-017,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,board and bored,Spell the homophone matching a given meaning,1,icas-y5-spelling-b01-030,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,Choosing between ance and ence,Select the ance ending for an abstract noun,1,icas-y5-spelling-b01-044,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,hear and here,Choose the homophone matching the meaning,1,icas-y5-spelling-b01-010,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,its and it's,Distinguish the possessive its from the contraction it's,1,icas-y5-spelling-b01-003,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,passed and past,Use the verb form passed in a past-tense sentence,1,icas-y5-spelling-b01-025,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,practise and practice,Apply the Australian verb and noun spelling split,1,icas-y5-spelling-b01-040,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,principle and principal,Match the le spelling to the meaning rule,1,icas-y5-spelling-b01-039,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,Proofreading for missing letters,Find a word with an omitted letter,1,icas-y5-spelling-b01-004,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,Silent letters,Spell words with an initial silent k,1,icas-y5-spelling-b01-008,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,Single and double consonants,Decide which consonant doubles,1,icas-y5-spelling-b01-041,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,stationery and stationary,Choose between an a and e homophone pair,1,icas-y5-spelling-b01-033,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,The ence and ance endings,Correct a word ending in ence,1,icas-y5-spelling-b01-034,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,The silent t in stle words,Supply a silent letter inside a word,1,icas-y5-spelling-b01-032,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,"their, there and they're",Select the possessive form of a three-way homophone,1,icas-y5-spelling-b01-020,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,"through, threw and similar words",Select the confusable word that fits the meaning,1,icas-y5-spelling-b01-006,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
spelling,5,Visual,wh words and silent letters,Complete a word beginning with wh,1,icas-y5-spelling-b01-014,,,high,Standalone ICAS Spelling subject is outside Victorian Curriculum Mathematics & English scope (integrated English Language/Spelling only).,out_of_scope
